"shop_id","url","company","company_cn","company_address","country","province_o","city_o","address","zip","contact_people","sales_money","sales","company_type","keep_time","province","city","county","category_id","category_name","category_id_new","category_name_new"
gd-tseng.en,https://gd-tseng.en.alibaba.com/contactinfo.html,GD-TSENG ENTERPRISE CO.， LTD.,"",No. 375， Nanyuan 2nd Rd.， Zhongli Dist.， Taiwan， China,Taiwan， China,"",Taoyuan,"","32057",Mr. Oriol Baulenas,"1000","4",Manufacturer， Trading Company,"8","","","",,,,玩具娱乐
gloryboxhk.en,https://gloryboxhk.en.alibaba.com/contactinfo.html,GLORYBOX COMPANY LIMITED,"",Room 1905， Nam Fung Center， 264 - 298 Castle Peak Road， Tsuen Wan， Nt， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong ,"","0000",Ms. Kathy Lau,"10000","12",Manufacturer， Trading Company,"3","","","",,,,手工制作
hollyhair.en,https://hollyhair.en.alibaba.com/contactinfo.html,Guangzhou Lan Di Tu Trading Co.， Ltd.,广州市蓝地图贸易有限公司,Room 1401， No. 222， Guangyuan West Road， Yuexiu District， Guangzhou， Guangdong， China,China,"",guagnzhou,"","510000",Ms. C D,"80000","65",Trading Company,"9",广东省,广州市,越秀区,4,服饰鞋包,4,美容护理
vancebioenergy.trustpass,https://vancebioenergy.trustpass.alibaba.com/contactinfo.html,VANCE GROUP LTD.,"","61 Stamford Road， Stamford Court， Singapore",Singapore,"",Singapore,"","178892",Mr. Triston Lin,"","",Manufacturer,"5","","","",,,,健康护理
safesave.en,https://safesave.en.alibaba.com/contactinfo.html,Zhejiang Saikong Electrical Technology Co.， Ltd.,浙江赛控电气科技有限公司,Room 1401-1403， Floor 14， Building B， No. 18， Liujiang Road， Liushi Town， Wenzhou， Zhejiang， China,China,"",wenzhou,"","325604",Ms. Kelly Wen,"110000","40",Manufacturer， Trading Company,"7",浙江省,温州市,乐清市,5,家居家装,5,汽车配件
cstijo.en,https://cstijo.en.alibaba.com/contactinfo.html,Changsha Tijo Metal Material Co.， Ltd.,长沙天久金属材料有限公司,No. 301， Bldg. 39， Liandong Yougu Ind. Park， Changsha， Hunan， China,China,"",Changsha,"","414400",Ms. Jenna Liu,"3000","11",Trading Company,"5",湖南省,长沙市,岳麓区,4,服饰鞋包,4,工业耗材
meishunqi.en,https://meishunqi.en.alibaba.com/contactinfo.html,Changshu Meishunqi Kintting Technology Co.， Ltd.,常熟市美顺琪纺织科技有限公司,No. 8， Meili Tang Bridge Central Road， Changshu， Jiangsu， China,China,"",changshu ,"","215500",Ms. liya gu,"5000","12",Manufacturer， Trading Company,"8",江苏省,苏州市,常熟市,,,,母婴用品
chainstrading.trustpass,https://chainstrading.trustpass.alibaba.com/contactinfo.html,Chains Trading Company Ltd.,"",P.O.Box 360140， Amman， Jordan,Jordan,"",Amman,"","",Mr. Obada Kayyali Kayyali,"","",Manufacturer， Distributor\/Wholesaler,"1","","","",,,,杂货和美食
billionbond.en,https://billionbond.en.alibaba.com/contactinfo.html,BILLION BOND GARMENTS FACTORY LIMITED,"",Roof， Good Harvest Ind. Bldg.， 9 Tsun Wen Road， Tuen Mun， N.t.， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong SAR,"","",Mr. Chapman Wong,"120000","50",Manufacturer,"9","","","",,,,服饰鞋包
other1041926326.trustpass,https://other1041926326.trustpass.alibaba.com/contactinfo.html,Magicrete s.r.o.,"",K Vodojemu 140， Chrastany， Czech Republic,Czech Republic,"",Rudna u Prahy,"","25219",Mr. Mark Dvorkin,"","",Manufacturer,"4","","","",,,,家居家装
cnnvork.en,https://cnnvork.en.alibaba.com/contactinfo.html,Xiamen Vork Health Industry Co.， Ltd.,厦门唯科健康产业有限公司,Fujian Xiamen Xiangan 16-4 Xianghong Road， Xiamen， Fujian， China,China,"",Xiamen,"","",Ms. Nita Lin,"300","1",Manufacturer， Trading Company,"2",福建省,厦门市,翔安区,,,,杂货和美食
jxygtape.en,https://jxygtape.en.alibaba.com/contactinfo.html,Jiangxi Yongguan Technology Development Co.， Ltd.,江西永冠科技发展有限公司,Yuanshangang Industry Park， Economic Development Zone， Fuzhou， Jiangxi， China,China,"",Shanghai ,"","",Mr. Harry gao,"470000","4",Manufacturer， Trading Company,"9",江西省,抚州市,东乡区,,,,工业耗材
tcsichuang.en,https://tcsichuang.en.alibaba.com/contactinfo.html,Tianchang sichuang Electronics Co.， Ltd.,天长市斯创电子有限公司,Xinxin Road， Qingzhu Village， Qinlan Town， Chuzhou， Anhui， China,United Kingdom,"",Tianchang,"","",Ms. Cassie wu,"10000","12",Manufacturer， Trading Company,"2",安徽省,滁州市,天长市,3,电子产品,2,汽车配件
thunderbird-tw.en,https://thunderbird-tw.en.alibaba.com/contactinfo.html,THUNDERBIRD CORAL & GEMS MFG. LTD.,"","2/f， No. 22-2， Ln. 77， Sec. 2， Zhongshan N. Rd.， Zhongshan Dist.， Taiwan， China",Taiwan， China,"",Taipei,"","104",Mr. Jason Hsieh,"3000","8",Manufacturer， Distributor\/Wholesaler,"4","","","",,,,服饰鞋包
bluefishthailand.trustpass,https://bluefishthailand.trustpass.alibaba.com/contactinfo.html,BlueFish Limited Partnership,"","241 Moo.4， Pakpayoon， Phatthalung， Thailand",Thailand,"",Pakpayoon,"","93120",Ms. Yuwanda Naheem,"","",Trading Company， Other,"3","","","",,,,杂货和美食
greenstar-hardware.en,https://greenstar-hardware.en.alibaba.com/contactinfo.html,Greenstar Hardware Accessories (shanghai) Co.， Ltd.,上海绿星五金配件有限公司,Rm. 401， No. 57， Lane 399， Ruiyi Road， Zhoupu Town， Pudong New Area， Shanghai， China,China,"",shanghai ,"","",Ms. Wendy Li,"8000","16",Trading Company,"5",上海市,上海市,浦东新区,4,服饰鞋包,4,家居家装
tskgame.en,https://tskgame.en.alibaba.com/contactinfo.html,MIN YAN TECHNOLOGY CO.， LTD.,"",No. 112-20， Ln. 686， Daliao Rd.， Daliao Dist.， Taiwan， China,Taiwan， China,"",Kaohsiung,"","831",Ms. Jennifer Huang,"10000","10",Manufacturer， Trading Company,"12","","","",,,,玩具娱乐
mastermaxhk.en,https://mastermaxhk.en.alibaba.com/contactinfo.html,MASTERMAX INDUSTRIAL LIMITED,"","19/f Cheuk Nang Centre 9-11a Hillwood Road Tsim Sha Tsui， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Kowloon,"","",Ms. Mastermax HK,"50000","12",Manufacturer， Trading Company,"2","","","",,,,工业耗材
jinsor.en,https://jinsor.en.alibaba.com/contactinfo.html,JINSOR-TECH INDUSTRIAL CORPORATION,"",No. 60， Section 1， Chongsing Road， Beitunli， Beitun Dist.， Taiwan， China,Taiwan， China,"",taichung city,"","40650",Mr. Oliver Chou,"3000","5",Manufacturer， Distributor\/Wholesaler,"19","","","",,,,工业耗材
yuanjihk.en,https://yuanjihk.en.alibaba.com/contactinfo.html,YUANJI TECHNOLOGY (HK) CO.， LIMITED,"",Unit 10 11/f， Ricky Centre， 36 Cheong Yip Street，  Kwun Tong， Kln， Hk， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","00000",Mr. Robert Luo,"40000","20",Manufacturer,"4","","","",,,,电脑办公
rsto.en,https://rsto.en.alibaba.com/contactinfo.html,Rsto. Co.， Ltd.,厦门市罗斯特感应科技有限公司,Room W804， North Of Taiwan Science And Technology Enterprise Incubator Center， Torch High-Tech Zone ,Taiwan， China,"",taipai,"","361000",Mr. kingpump ROC,"1000","4",Manufacturer， Trading Company,"4",福建省,厦门市,翔安区,,,,家居家装
snap.en,https://snap.en.alibaba.com/contactinfo.html,HAO HANN ENTERPRISE CO.， LTD.,"","9/f-5， No. 40， Changchun Rd.， Taiwan， China",Taiwan， China,"",Taipei,"","104",Ms. Haohann Haohann,"9000","12",Manufacturer， Trading Company,"14","","","",,,,服饰鞋包
zemincn.en,https://zemincn.en.alibaba.com/contactinfo.html,Guangzhou Zeming Technology Co.， Ltd.,广州则明科技有限公司,Room 603， Building D， Chaoyun Creative Port， 327 Xingye Avenue East， Guangzhou， Guangdong， China,China,"",Guangzhou,"","510030",Mr. Raymond Luo,"","",Trading Company,"4",广东省,广州市,南沙区,7,健康家居,7,汽车配件
ecubeess.en,https://ecubeess.en.alibaba.com/contactinfo.html,Hebei Ecube New Energy Technology Co.， Ltd.,河北电立方新能源科技有限公司,No. 10， Haihe Road， Shijiazhuang， Hebei， China,China,"",shijiazhuang,"","050000",Mr. Jude Zhu,"10000","1",Manufacturer， Trading Company,"3",河北省,石家庄市,石家庄高新技术产业开发区,,,,园艺用品
dgcldzkj.en,https://dgcldzkj.en.alibaba.com/contactinfo.html,Dongguan Chengliang Intelligent Technology Co.， Ltd.,东莞市成良智能科技有限公司,Room 1001， No. 30， Xinhong Road， Lincun， Tangxia Town， Dongguan， Guangdong， China,China,"",Dongguan City,"","523710",Mr. Peter Xiao,"30000","32",Manufacturer， Trading Company,"10",广东省,东莞市,-,2,电脑办公,2,服饰鞋包
andes.en,https://andes.en.alibaba.com/contactinfo.html,ANDES ENTERPRISES CO.， LTD.,"","18/f， No. 60， Sec. 2， An Ho Road， Da An Dist.， Taiwan， China",Taiwan， China,"",Taipei,"","10680",Ms. Vivian Wu,"","",Manufacturer， Trading Company,"4","","","",,,,家居家装
trueact.en,https://trueact.en.alibaba.com/contactinfo.html,TRUEACT INTERNATIONAL CO.， LTD.,"","21/f-7， No. 213， Chaofu Rd.， Xitun Dist.， Taiwan， China",Taiwan， China,"",Taichung City,"","407",Ms. Patty Tsai,"10000","3",Manufacturer， Trading Company,"5","","","",,,,电脑办公
gzwande.en,https://gzwande.en.alibaba.com/contactinfo.html,Guangzhou Wande Wire And Cable Co.， Ltd.,广州市万德电线电缆有限公司,No. 015-1， First Floor， No. 240， Huifu West Road， Guangzhou， Guangdong， China,China,"",guangzhou,"","",Mr. jinzhou chen,"600","6",Manufacturer,"2",广东省,广州市,越秀区,,,,工业耗材
beifei.en,https://beifei.en.alibaba.com/contactinfo.html,Yiwu B-Phne Accessories Co.， Ltd.,义乌市贝菲饰品有限公司,"6 / F， No. 45， Longxiang Road， Niansanli Street， Yiwu， Zhejiang， China",China,"",Yiwu,"","322000",Ms. Kiana Zhu,"130000","205",Manufacturer， Trading Company,"15",浙江省,金华市,义乌市,4,服饰鞋包,4,美容护理
happyhomewarm.en,https://happyhomewarm.en.alibaba.com/contactinfo.html,HAPPY HOME WARM COMPANY LIMITED,"","11/f， Block 2， 101 King's Road， North Point， Hong Kong S.A.R.",Hong Kong S.A.R.,"",kowloon,"","",Ms. Holly Lin,"9000","17",Manufacturer， Trading Company,"5","","","",,,,健康护理
demu.en,https://demu.en.alibaba.com/contactinfo.html,Ningbo Demu Electric Appliance Co.， Ltd.,宁波德木电器有限公司,No. 30， Haitong Road， East Industrial Park， Guanhaiwei Town， Ningbo， Zhejiang， China,China,"",Ningbo City,"","315300",Ms. Yue Li,"5000","4",Manufacturer,"2",浙江省,宁波市,慈溪市,,,,电脑办公
dgjunjin.en,https://dgjunjin.en.alibaba.com/contactinfo.html,Dongguan Junjin Clothing Co.， Ltd.,东莞市君锦服饰有限公司,Room 401， Building 2， No. 123， Zhenxing Road， Humen Town， Dongguan， Guangdong， China,China,"",Dongguan city,"","",Ms. Joanna yan,"50000","29",Manufacturer， Trading Company,"3",广东省,东莞市,-,,,,服饰鞋包
worldgold.en,https://worldgold.en.alibaba.com/contactinfo.html,WORLD GOLD TRADING LIMITED,"",Room 207， 2/f， Core Plaza， 43-45 Tsun Yip Street， Kwun Tong， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Kwun Tong,"","000000",Mr. Joseph Ng,"","",Manufacturer， Trading Company,"1","","","",,,,
chryso.en,https://chryso.en.alibaba.com/contactinfo.html,Zhengzhou Chryso Machinery Equipment Co.， Ltd.,"",Room 22022， Block B， Hanhai Beijin， Beisanhuan Road， Zhengzhou， Henan， China,China,"",Zhengzhou,"","450000",Mr. Vincent Zheng,"560000","60",Trading Company,"9",河南省,郑州市,二七区,5,家居家装,5,工业耗材
evershineif.en,https://evershineif.en.alibaba.com/contactinfo.html,EVER SHINE I&F CO.， LTD.,"","9f-3， No. 187， Sec. 4， New Taipei Blvd.， Xinzhuang Dist.， New Taipei City 242032， Taiwan (r.o.c.)， T",Taiwan， China,"",New Taipei City,"","242",Mr. Leo Lu,"30","1",Manufacturer， Trading Company,"1","","","",,,,工艺美术
uniplus.en,https://uniplus.en.alibaba.com/contactinfo.html,UNIPLUS TECHNOLOGY CORPORATION,"","7f-7， No. 162， Sec. 4， Chung Hsiao E. Road， Taipei， Taiwan， Taiwan， China",Taiwan， China,"",Taipei,"","",Ms. Emma Lin,"90000","64",Manufacturer,"16","","","",,,,电脑办公
uz1557742348gken.trustpass,https://uz1557742348gken.trustpass.alibaba.com/contactinfo.html,LEONIS LLC,"",Izaat 2-7， Tashkent， Uzbekistan,Uzbekistan,"",Tashkent,"","",Mr. Abror Zukhritdinov,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"1","","","",,,,工艺美术
ldcmec.fm,https://ldcmec.fm.alibaba.com/contactinfo.html,EVERGREEN IMP. & EXP. CO.， LTD.,"",No. 16 Nongye Road， Henan， China,China,"",Zhengzhou,"","",Mr. DONG LI,"","","","","","","",,,,工业耗材
zesauto.en,https://zesauto.en.alibaba.com/contactinfo.html,ZESAUTO ENTERPRISE CO.， LTD.,"","2/f， No. 438， Fu-Ping Road， An-Ping Dist.， Taiwan， China",Taiwan， China,"",Tainan,"","","","20000","5",Manufacturer， Buying Office， Distributor\/Wholesaler,"16","","","",,,,
jo-yuan.en,https://jo-yuan.en.alibaba.com/contactinfo.html,JO-YUAN INDUSTRIAL CO.， LTD.,"",No. 353， Guangming Rd.， Wuri District， Taiwan， China,Taiwan， China,"",Taichung,"","",Ms. Tzu Ting Hung,"","",Manufacturer， Trading Company， Agent,"5","","","",,,,服饰鞋包
tsti.en,https://tsti.en.alibaba.com/contactinfo.html,TST INNOPRINT CO.， LTD.,"","13/f-2， No. 122， Qiaohe Rd.， Zhonghe Dist.， Taiwan， China",Taiwan， China,"",New Taipei City,"","23584",Ms. Hellen Ou,"1000","2",Manufacturer， Trading Company,"11","","","",,,,家居家装
in1209698042kfca.fm,https://in1209698042kfca.fm.alibaba.com/contactinfo.html,S.B. ENTERPRISES,"",houso no. 11 rama charanam colony， near st soldier college， jalandhar， Punjab， India,India,"",jalandhar,"","144002",Mr. Yogesh  angural,"","","","","","","",,,,
lightclay.en,https://lightclay.en.alibaba.com/contactinfo.html,Beizhen Liyuan Polymer Clay Co.， Ltd.,北镇市丽缘软陶有限公司,Qingduizi Town， Jinzhou， Liaoning， China,China,"",Dadong,"","110000",Ms. Angela Zhang,"100000","227",Manufacturer， Trading Company,"3",辽宁省,锦州市,北镇市,,,,工艺美术
yqhongyi.en,https://yqhongyi.en.alibaba.com/contactinfo.html,Yueqing Hongyi Imp. & Exp. Co.， Ltd.,乐清泓义进出口有限公司,Room 803， Building 6， Dongcheng Huayuan， 88 Nanjing Road， Chengdong Street， Wenzhou， Zhejiang， China,China,"",zhejiang,"","",Ms. Chloe Zheng,"120000","203",Trading Company,"2",浙江省,温州市,乐清市,,,,家居家装
yeker.en,https://yeker.en.alibaba.com/contactinfo.html,YEKER CO.， LTD.,"",No. 89， Kedong Rd.， Hemei Township， Taiwan， China,Taiwan， China,"",Changhua,"","50842",Mr. Chinko Yeh,"5000","3",Manufacturer,"6","","","",,,,健康护理
gzyykj.en,https://gzyykj.en.alibaba.com/contactinfo.html,Guangzhou Yiyun Technology Co.， Ltd.,广州弈云科技有限公司,Room 204， Zhongcheng Building， No. 19-1， Haidian Road， beijing， China,China,"",beijing,"","",Mr. walker zhang,"10000","71",Trading Company， Buying Office， Agent,"2",广东省,广州市,天河区,13,音乐器材,13,玩具娱乐
zdactivewear.en,https://zdactivewear.en.alibaba.com/contactinfo.html,Dongguan Metro Clothing Co.， Ltd.,东莞市紫黛服饰有限公司,No. 25， Jiumenzhai 1st Ind. Zone， Humen Town， Dongguan， Guangdong， China,China,"",Donggaun ,"","523900",Ms. Mandy Huang,"490000","185",Manufacturer， Trading Company,"6",广东省,东莞市,-,4,服饰鞋包,4,服饰鞋包
ywhuichen.en,https://ywhuichen.en.alibaba.com/contactinfo.html,Yiwu Huichen Clothing Co.， Ltd.,义乌市汇宸服饰有限公司,"2nd Floor， Building 3， No. 361， Shenzhou Road， Houzhai Street， Jinhua， Zhejiang， China",China,"",yiwu,"","322000",Ms. Anna Li,"310000","92",Trading Company,"4",浙江省,金华市,义乌市,4,服饰鞋包,4,服饰鞋包
cnflaming.en,https://cnflaming.en.alibaba.com/contactinfo.html,Suzhou Flaming Company Ltd.,苏州枫铭进出口有限公司,Room 1706， Building 6， Shanglv Mansion， No. 381， Suzhou Avenue East， Suzhou Industrial Park， Suzhou，,China,"",suzhou,"","215000",Ms. MOLLY ZHANG,"40000","37",Manufacturer， Trading Company,"3",江苏省,苏州市,苏州工业园区,5,家居家装,5,手工制作
vanguard-tw.en,https://vanguard-tw.en.alibaba.com/contactinfo.html,KYOEI TAIWAN CORP.,"",No. 6， Aly. 30， Ln. 365， Sec. 1， Zhongyang Rd.， Tucheng Dist.， Taiwan， China,Taiwan， China,"",New Taipei City,"","236",Ms. Effy L,"90","1",Manufacturer， Trading Company， Distributor\/Wholesaler,"6","","","",,,,汽车配件
chaoby.en,https://chaoby.en.alibaba.com/contactinfo.html,CHAOBY ENTERPRISE CO.， LTD.,"",No.6， Lane302， Ta Tung Road， Sec. 1， Xizhi Dist， New Taipei City221， Taiwan， Taiwan， China,Taiwan， China,"",XIZHI DIST,"","221",Ms. Nicole Wang,"100","1",Manufacturer,"2","","","",,,,杂货和美食
dretecjp.trustpass,https://dretecjp.trustpass.alibaba.com/contactinfo.html,Dretec Co.， Ltd,"","2-11-8， Totsuka， Kawaguchi， Saitama， Japan",Japan,"",Tokyo,"","",Ms. Kaori Kirita,"","",Manufacturer， Trading Company,"3","","","",,,,健康护理
ayfashion.en,https://ayfashion.en.alibaba.com/contactinfo.html,Guangzhou Qiaoxia Fashion Firm,"",B810， No. 205， Huanshi Middle Road， Guangzhou， Guangdong， China,China,"",Guangzhou,"","510000",Ms. AY Fashion,"","",Trading Company,"9",广东省,广州市,白云区,4,服饰鞋包,4,手工制作
evco.en,https://evco.en.alibaba.com/contactinfo.html,EVCO TRADING CO.， LTD.,"","1f.， No. 52， Zhongyang E. Rd.， Chungli District， Taoyuan City， Taiwan， China",Taiwan， China,"",Taoyuan,"","320",Mr. Terry Liu,"7000","1",Trading Company,"14","","","",,,,家居家装
liviflo.en,https://liviflo.en.alibaba.com/contactinfo.html,Yunnan Pubei Agricultural Science And Technology Ltd,云南圃贝农业科技有限公司,"5 / F， Building M11， Dongmeng Future Port， Kunmo Expressway， Kunming， Yunnan， China",China,"",kunming,"","650000",Ms. Jerry MAO,"320000","343",Manufacturer， Trading Company,"4",云南省,昆明市,呈贡区,4,服饰鞋包,4,杂货和美食
kbysw.en,https://kbysw.en.alibaba.com/contactinfo.html,Xi'an Kangbaoyuan Biotechnology Co.， Ltd.,西安康葆源生物科技有限公司,Room 1803， Building E， Modern City， Tangyan Road， High-Tech Zone， Xi'an， Shaanxi， China,China,"",Shaanxi,"","701300",Ms. Tina Y,"50000","219",Trading Company,"3",陕西省,西安市,鄠邑区,4,服饰鞋包,4,健康护理
cnskyhope.en,https://cnskyhope.en.alibaba.com/contactinfo.html,Danyang Skyhope Health & Sports Industry Co.， Ltd.,丹阳宇希康健实业有限公司,No. 3， Huayuan Road， Phoenix Industrial Park， Yanling Town， Danyang， Jiangsu， China,China,"",Danyang,"","",Mr. Bill Ma,"170000","86",Manufacturer， Trading Company,"5",江苏省,镇江市,丹阳市,,,,健康护理
magnifier.en,https://magnifier.en.alibaba.com/contactinfo.html,E-TAY INDUSTRIAL CO.， LTD.,"","12/f， No. 137， Sec. 4， Xinyi Rd.， Taiwan， China",Taiwan， China,"",TAIPEI,"","",Ms. BECKY HUANG,"4000","3",Manufacturer， Agent， Association,"16","","","",,,,工业耗材
norex.trustpass,https://norex.trustpass.alibaba.com/contactinfo.html,NOREX LLC,"","2 Zapadnaya street Shulgin log Sovetskiy district， Shulgin log， Altai Krai， Russian Federation",Russian Federation,"",Novosibirsk,"","630001",Mr. Dmitrii Savinov,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"6","","","",,,,杂货和美食
acetomilano.trustpass,https://acetomilano.trustpass.alibaba.com/contactinfo.html,ACETIFICIO ANDREA MILANO SRL,"",Loc. Pantano Zona Industriale， Acerra， Italy,Italy,"",Napoli,"","80146",Ms. Camilla Nobler,"","",Manufacturer,"4","","","",,,,杂货和美食
dgluki.en,https://dgluki.en.alibaba.com/contactinfo.html,Dongguan Luki International Trade Co.， Ltd.,东莞路奇国际贸易有限公司,Room 707， 7 Jinbao Road， Dongcheng Street， Dongguan， Guangdong， China,China,"",Dongguan,"","",Ms. Eva Wang,"10000","37",Trading Company,"2",广东省,东莞市,-,,,,玩具娱乐
bisd.en,https://bisd.en.alibaba.com/contactinfo.html,Dongguan Beiside Electronics Co.， Ltd.,"",Floor 2， Building 1， No. 42， Dayuan Yuanqian Street， Houjie， Dongguan， Guangdong， China,China,"",Dongguan,"","",Ms. Rovy Law,"350000","298",Manufacturer， Trading Company,"5","","","",,,,健康护理
ydchunlian.en,https://ydchunlian.en.alibaba.com/contactinfo.html,Yangjiang Yangdong Dingjian Knife And Shearing Products Factory,阳江市阳东区鼎健五金制品厂,East Lot， Bianji Najin 6 Rd.， North Huoda 5 Rd.， Beiguan Town， Yangjiang， Guangdong， China,China,"",Yangjian,"","",Ms. Tan Ammy,"","",Manufacturer， Trading Company,"3",广东省,阳江市,阳东区,,,,工艺美术
oboalbb.en,https://oboalbb.en.alibaba.com/contactinfo.html,Guangzhou OUBO Cosmetic Co.， Ltd.,广州欧博化妆品有限公司,No. 2， Tongfu North Road， Self-Compiled Doorplate， Bldg. B， 7th Economic Cooperation Community (Yuji,China,"",Guangzhou,"","",Ms. Lucy Zhang,"70000","142",Manufacturer， Trading Company,"5",广东省,广州市,白云区,10,食品冲饮,10,美容护理
tastyvietnam.trustpass,https://tastyvietnam.trustpass.alibaba.com/contactinfo.html,TASTY VIETNAM JOINT STOCK COMPANY,"",To Ngoc Van Street， Tay Ho Dist， Hanoi， Vietnam,Vietnam,"",Ha Noi,"","",Mr. Huy Phan,"","",Agent， Association， Business Service (Transportation， finance， travel， Ads， etc),"1","","","",,,,杂货和美食
gdyunlong.en,https://gdyunlong.en.alibaba.com/contactinfo.html,Dongguan City Yunlong Electronics Co.， Ltd.,东莞市韵隆电子有限公司,"36-A-3， Gongao 1st Road， Xiniupo Village， Dalang Town， Dongguan， Guanggong， China",Hong Kong S.A.R.,"",dongguan,"","",Mr. Trinovae Trinovae,"","",Manufacturer， Trading Company,"11",广东省,东莞市,-,,,,电子产品
mseven2.en,https://mseven2.en.alibaba.com/contactinfo.html,M.seven Fashion Collection Co.， Ltd.,广州赫嵩贸易有限公司,Room 1107， 78 Middle Diejing Road， Guangzhou， Guangdong， China,China,"",Guangzhou,"","51000",Ms. Melow Tsui,"110000","70",Trading Company,"8",广东省,广州市,海珠区,,,,工艺美术
leamaxx.en,https://leamaxx.en.alibaba.com/contactinfo.html,LEAMAXX INTERNATIONAL CO.， LTD.,"","3/f， No. 87， Sec. 4， Chongxin Rd.， Sanchong Dist.， Taiwan， China",Taiwan， China,"",New Taipei City,"","241",Mr. Michael Chan,"250000","21",Trading Company， Distributor\/Wholesaler,"8","","","",,,,杂货和美食
juliantoolstw.en,https://juliantoolstw.en.alibaba.com/contactinfo.html,FORMOSA CREATE TOOLS CO.， LTD.,"","1/f， No. 15， Jingsian 3rd Rd.， Taiwan， China",Taiwan， China,"",TAICHUNG,"","40642",Mr. JULIAN CHU,"100000","10",Manufacturer， Trading Company,"12","","","",,,,园艺用品
aquarry.en,https://aquarry.en.alibaba.com/contactinfo.html,AQUARRY TECHNOLOGY INC.,"",No. 17， Lane 24， Sanlong St.， Shulin Dist.， Taiwan， China,Taiwan， China,"",NEW TAIPEI CITY,"","23866",Mr. Chris Lin,"1000","3",Manufacturer， Trading Company,"13","","","",,,,工艺美术
thpt01.en,https://thpt01.en.alibaba.com/contactinfo.html,Changzhou City Tianhe Electric Tools Co.， Ltd.,常州市天和电动工具有限公司,Kate Road， Jiannong Ind. Zone， Yaoguan Town， Changzhou， Jiangsu， China,China,"",Changzhou,"","213102",Ms. Jessy Jing,"10000","27",Manufacturer， Trading Company,"5",江苏省,常州市,武进区,9,汽车配件,9,工业耗材
cnubetter.en,https://cnubetter.en.alibaba.com/contactinfo.html,Ningbo Ubetter Intelligent Technology Co.， Ltd.,宁波佳迈智能科技有限公司,Building 4， No. 17 Yunshan Middle Road， Ningbo， Zhejiang， China,China,"",Ningbo,"","315036",Ms. Ada Jia,"50000","26",Manufacturer， Trading Company,"4",浙江省,宁波市,余姚市,,,,健康护理
kstarco.en,https://kstarco.en.alibaba.com/contactinfo.html,K STAR CO.， LTD.,"",No. 37， Gungming 2nd Road， An-Nan District Tainan City 70968， Taiwan， China,Taiwan， China,"",Tainan,"","",Ms. Winnie Fu,"5000","5",Manufacturer， Trading Company,"3","","","",,,,汽车配件
ynlooks.en,https://ynlooks.en.alibaba.com/contactinfo.html,Anhui Sixth Day Network Technology Company Limited,安徽第六日网络科技有限公司,Rm. 1210， Bldg. B， Xihu Int'l Plaza， No. 69， Wangjiang West Road， Hefei， Anhui， China,China,"",Hefei,"","230000",Ms. Amy Zhang,"1000","7",Trading Company,"4",安徽省,合肥市,庐阳区,,,,手工制作
comeonchina.en,https://comeonchina.en.alibaba.com/contactinfo.html,Yiwu Comeon Household Goods Co.， Ltd.,义乌康满箱包有限公司,No.2 Workshop， No.30 Baoshang Road， Niansanli Industrial Zone， Yiwu， Zhejiang， China,China,"",Yiwu,"","322000",Ms. Jenny Lin,"180000","173",Manufacturer， Trading Company,"9",浙江省,金华市,义乌市,4,服饰鞋包,4,母婴用品
cnsunpor.en,https://cnsunpor.en.alibaba.com/contactinfo.html,Chongqing Xinpurui Technology Co.， Ltd.,重庆欣普锐科技有限公司,"19th Floor， Guorui Center， Yanyu Road， Nan'an District， chongqing， China",China,"",chongqing,"","40000",Ms. Maggie zou,"40000","26",Trading Company,"2",重庆市,重庆市,大渡口区,3,电子产品,3,电子产品
sunpring.en,https://sunpring.en.alibaba.com/contactinfo.html,Jinan Sunpring Machinery & Equipment Co.， Ltd.,济南春光机械设备有限公司,Tianjiazhuang， Yuqinghu Street， Jinan， Shandong， China,India,"",Jinan,"","250032",Ms. Sunpring wang,"2200000","8",Manufacturer， Trading Company,"10",山东省,济南市,槐荫区,10,食品冲饮,9,工业耗材
smartteam.en,https://smartteam.en.alibaba.com/contactinfo.html,SMART TEAM HOLDINGS LIMITED,"",Flat E， 6/f.， China Fen Hin Bldg.， 5 Cheung Yue Street， Cheung Sha Wan， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Lai Chi Kok,"","",Ms. Fanny Lau,"10000","4",Manufacturer,"2","","","",,,,健康护理
chi-feng.en,https://chi-feng.en.alibaba.com/contactinfo.html,CHI FENG CO.， LTD.,"",No. 11， Ln. 15，  Sec. 2， Jiayuan Rd.， Shulin Dist.， Taiwan， China,Taiwan， China,"",New Taipei City,"","23880",Mr. Kevin Tsai,"190000","31",Manufacturer,"7","","","",,,,工业耗材
