"shop_id","url","company","company_cn","company_address","country","province_o","city_o","address","zip","contact_people","sales_money","sales","company_type","keep_time","province","city","county","category_id","category_name","category_id_new","category_name_new"
emotion.en,https://emotion.en.alibaba.com/contactinfo.html,EMOTION TECHNOLOGY COMPANY LIMITED,"",Unit G， 5/f， Ford Glory Plaza， 37-39 Wing Hong Street， Cheung Sha Wan， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Tsuen Wan,"","00852",Mr. Man Kan Wong,"60000","32",Trading Company， Agent， Distributor\/Wholesaler,"11","","","",,,,健康护理
easternlily.en,https://easternlily.en.alibaba.com/contactinfo.html,EASTERN LILY CREATIVE LIMITED,"","4/f， No. 200， Sec. 3， Bade Rd.， Taiwan， China",Taiwan， China,"",Taipei,"","10555",Mr. Gary Chiu,"10","1",Manufacturer， Trading Company,"15","","","",,,,
citistar.en,https://citistar.en.alibaba.com/contactinfo.html,Citistar Design & Technology Company Limited,"","7/f， Tower 1， Enterprise Square， 19 Sheung Yuet Road， Kowloon Bay， Kowloon， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Stan Liang,"","",Manufacturer， Trading Company， Agent,"3","","","",,,,家居家装
nicegoodstaiwan.en,https://nicegoodstaiwan.en.alibaba.com/contactinfo.html,THINKER ENTERPRISES CO.， LTD.,"",No. 258， Jhongsing N. Rd.， Tanzi Dist.， Taichung City  ， Taiwan (r.o.c.)， Taiwan， China,Taiwan， China,"",Taichung City,"","427",Ms. Penny Chen,"2000","7",Trading Company， Distributor\/Wholesaler,"2","","","",,,,家居家装
"409shop.en",https://409shop.en.alibaba.com/contactinfo.html,"409 Shop","",Rm. E， 11/f， Flourish Food Mfy. Ctr.， 18 Tai Lee Street， Yuen Long， Nt， Hong Kong S.A.R.,Hong Kong S.A.R.,"",HONGKONG,"","",Mr. Chan Wing Wah,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"14","","","",,,,电子产品
icicleflow.en,https://icicleflow.en.alibaba.com/contactinfo.html,Shenzhen Xunling Technology Limited Company,深圳市迅凌科技有限公司,******， Donggaun， Guangdong， China,China,"",Guangdong,"","",Mr. owen chen,"6000","10",Manufacturer,"6",广东省,深圳市,龙岗区,,,,电脑办公
igoalhk.en,https://igoalhk.en.alibaba.com/contactinfo.html,IGOAL INTERNATIONAL LIMITED,"",Flat 7， 8/f， ，elite Industrial Centre，888 Cheung Sha Wan Road， Cheung Sha Wan， Kln， Hk， Hong Kong S.,Hong Kong S.A.R.,"",HONG KONG,"","00852",Mr. JASON CHAN,"640000","296",Trading Company， Agent， Distributor\/Wholesaler,"7","","","",,,,健康护理
lanshan.en,https://lanshan.en.alibaba.com/contactinfo.html,LAN SHAN ENTERPRISE CO.， LTD.,"",No. 20， Alley 84， Lane 350， Siaoyi Rd.， Hemei Township， Taiwan， China,Taiwan， China,"",Changhua,"","",Ms. Sandy Lin,"6000","17",Manufacturer,"13","","","",,,,工业耗材
ae104593929.trustpass,https://ae104593929.trustpass.alibaba.com/contactinfo.html,STAR FOOD INDUSTRIES FZC,"",Sharjah Plot of Land L1-02  P.O. Box 121527， Dubai， United Arab Emirates,United Arab Emirates,"",Dubai,"","185420",Mr. Muhammad Khalil,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"2","","","",,,,杂货和美食
hauling.en,https://hauling.en.alibaba.com/contactinfo.html,HAULING INDUSTRIAL CO.， LTD.,"",No. 8， Ln. 256， Haiwei Rd.， Longjing Dist.， Taiwan， China,Taiwan， China,"",Taiching,"","",Ms. Maggie KO,"1000","3",Manufacturer,"5","","","",,,,服饰鞋包
shyikemai.en,https://shyikemai.en.alibaba.com/contactinfo.html,Shanghai Yikemai Industrial Co.， Ltd.,"",Building 2， Lane 375， Deyue Road， Shanghai， China,China,"",Shanghai,"","",Ms. Ariel Liu,"10000","55",Trading Company,"1","","","",,,,美容护理
hkdental.en,https://hkdental.en.alibaba.com/contactinfo.html,DENTAL86 GROUP LIMITED,"",Room 14b， 14/f，383 Wah Hen Commercial Centre， Wan Chai， Hong Kong， Hong Kong S.A.R.,Hong Kong S.A.R.,"",hongkong,"","",Mr. Byron Liu,"20000","38",Trading Company， Agent， Distributor\/Wholesaler,"3","","","",,,,工业耗材
highbrightgp.en,https://highbrightgp.en.alibaba.com/contactinfo.html,HIGHBRIGHT GROUP LIMITED,"",Unit F，  Floor 26，  Billion Plaza 2， 10 Cheung Yue Street， Cheung Sha Wan， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Kowloon,"","",Mr. Richard Ling,"60","1",Manufacturer,"1","","","",,,,工业耗材
horaison.en,https://horaison.en.alibaba.com/contactinfo.html,Fuzhou Horaison Home Furnishing Co.， Ltd.,福州合瑞森家居有限公司,Mingjun Community， Rujiang East Road， Fuzhou， Fujian， China,China,"",Fuzhou,"","350000",Ms. Jessica Ye,"10000","53",Trading Company,"4",福建省,福州市,晋安区,,,,服饰鞋包
tecpel.en,https://tecpel.en.alibaba.com/contactinfo.html,TECPEL CO.， LTD.,"","3/f， No. 12， Lane 130， Minquan Road， Xindian Dist.， Taiwan， China",Taiwan， China,"",Taipei,"","11056",Mr. Stanley Hwang,"10000","20",Manufacturer， Trading Company,"20","","","",,,,家居家装
etrippet.en,https://etrippet.en.alibaba.com/contactinfo.html,Qingdao Etrip Smart Pet Co. Ltd.,"",No. 97， Fuzhou South Road， Qingdao， Shandong， China,China,"",Qingdao,"","",Mr. Rock Liu,"90000","59",Manufacturer， Trading Company,"2","","","",,,,宠物用品
hsutean.en,https://hsutean.en.alibaba.com/contactinfo.html,HSU TEAN ENTERPRISE CO.， LTD.,"","1/f， No. 6， Aly. 9， Ln. 57， Anzhong Rd.， Xindian District， Taiwan， China",Taiwan， China,"",New Taipei City,"","231",Ms. Linda Yang,"9000","13",Manufacturer， Trading Company， Agent,"14","","","",,,,工业耗材
lfrubberplastic.en,https://lfrubberplastic.en.alibaba.com/contactinfo.html,Guangdong Linfeng Rubber Products Co.， Ltd.,广东霖沣橡塑制品有限公司,Room 303， Building 3， No. 201， Nancheng Section， Shuilian Landscape Road， Nancheng Street， Dongguan，,China,"",DONGGUAN,"","523900","","1000","3",Manufacturer， Trading Company,"3",广东省,东莞市,-,,,,工业耗材
engrosservice.en,https://engrosservice.en.alibaba.com/contactinfo.html,ENGROSSERVICE ENTERPRISES CO.， LTD.,"",No. 19， Sande Street， Shulin Dist.， New Taipei City， Taiwan， Taiwan， China,Taiwan， China,"",New Taipei City,"","24258",Ms. Angelica Yin,"300","1",Manufacturer， Trading Company， Buying Office,"6","","","",,,,健康护理
zmytechnologies.en,https://zmytechnologies.en.alibaba.com/contactinfo.html,Shenzhen Yiyishuo Technology Co.， Ltd.,深圳市逸熠硕科技有限公司,"7c， Orange Light Pavilion， Anjuyuan， No. 1100， Lianhua Road， Shenzhen， Guangdong， China",China,"",Shenzhen,"","",Mr. Admin ZMY,"200","4",Manufacturer,"4",广东省,深圳市,南山区,3,电子产品,3,电子产品
deansenewhk.en,https://deansenewhk.en.alibaba.com/contactinfo.html,DEANSENEW KNITTING MFY. LIMITED,"",Unit B305， 3/F， Wofoo Building， 204-210 Texaco Road， Tsuen Wan， N.T.， Hong Kong， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. Jenny Li,"","",Manufacturer， Trading Company， Distributor\/Wholesaler,"12","","","",,,,服饰鞋包
jarmooflag.en,https://jarmooflag.en.alibaba.com/contactinfo.html,Wuhan Jarmoo Flag Co.， Ltd.,武汉嘉木儿旗帜有限公司,Crossing Of Changsheng Road And Fengmao Road， Economic Development District， Wuhan， Hubei， China,China,"",WUHAN,"","430035",Ms. Peter Wu,"450000","588",Manufacturer， Trading Company,"11",湖北省,武汉市,江岸区,2,电脑办公,2,园艺用品
jaderabbit.en,https://jaderabbit.en.alibaba.com/contactinfo.html,Cixi Jade Rabbit Electric Appliance Factory,"",Yejia Village， Zhangqi Town， Ningbo， Zhejiang， China,China,"",ningbo,"","315313",Mr. Bruce zhu,"140000","11",Manufacturer， Trading Company,"15",浙江省,宁波市,慈溪市,10,食品冲饮,10,健康护理
acenature.en,https://acenature.en.alibaba.com/contactinfo.html,ACENATURE BIOTECHNOLOGY CO.， LTD.,"",No. 94， Fanjin Rd.， Puyan Township， Changhua County， 516， Taiwan， Taiwan， China,Taiwan， China,"",CHANGHUA,"","",Mr. CHUNWEI Huang,"","",Manufacturer， Trading Company， Buying Office,"2","","","",,,,汽车配件
siliconier.en,https://siliconier.en.alibaba.com/contactinfo.html,CONCORD MEDICAL LIMITED,"",Unit 9， Basement， Shing Lee Comm Bldg.， 6-12 Wing Kut St.， Sheung Wan， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Sheung Wan，,"","00000",Mr. Frankie Ng,"20000","10",Manufacturer， Trading Company,"10","","","",,,,工业耗材
camino.en,https://camino.en.alibaba.com/contactinfo.html,CAMINO INTERNATIONAL LIMITED,"",Flat 1， 15th Floor， Tung Wai Commercial Building， 109-111 Gloucester Road， Wan Chai， Hong Kong S.A.R,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. CLARA - Camino International Ltd.,"","",Manufacturer， Trading Company,"2","","","",,,,玩具娱乐
newslly.en,https://newslly.en.alibaba.com/contactinfo.html,Zhengzhou Newslly Kitchen Equipment Co.， Ltd.,郑州新世力厨具有限公司,Building 5， Zhengzhou Kitchen Market， Crossing Of Longhai Road And Dongming Road， Guancheng Dist.， Z,China,"",Zhengzhou,"","450000",Ms. Renee zhang,"7000","23",Trading Company,"7",河南省,郑州市,二七区,17,机械设备,17,家居家装
us1392651525vhal.fm,https://us1392651525vhal.fm.alibaba.com/contactinfo.html,SPLIT ROCK COFFEE LLC,"","",United States,"",BLAINE,"","55449",Mr. SCOTT FREE,"","","","","","","",,,,
proasia.en,https://proasia.en.alibaba.com/contactinfo.html,PROASIA CATERING COMPANY LIMITED,"","2/f.， 52 Lei King Road， Sai Wan Ho， Hong Kong， Hong Kong S.A.R.",Hong Kong S.A.R.,"",Sai Wan Ho,"","",Ms. YC FONG,"1000","15",Trading Company， Distributor\/Wholesaler， Association,"2","","","",,,,杂货和美食
sjzdzjx.en,https://sjzdzjx.en.alibaba.com/contactinfo.html,Shijiazhuang Daoz Machinery Equipment Co.， Ltd.,石家庄道众机械设备有限公司,Qiancheng Business 1009， No.48 Tanan Road，， Shijiazhuang， Hebei， China,China,"",hebei,"","050000",Mr. Anny qiu,"6000","18",Trading Company,"5",河北省,石家庄市,栾城区,,,,汽车配件
durotire.en,https://durotire.en.alibaba.com/contactinfo.html,HWA FONG RUBBER IND. CO.， LTD.,"",No.300， Chung Shan Road， Sec .2， Ta Tsun Hsiang， Chang Hwa Hsien， Taiwan， China,Taiwan， China,"",Changhua,"","51542",Mr. Hendry Huang,"10000","7",Manufacturer， Trading Company,"4","","","",,,,汽车配件
linxintech.en,https://linxintech.en.alibaba.com/contactinfo.html,Linxin Tech (Shenzhen) Co.， Ltd.,霖鑫科技（深圳）有限公司,"79 Wuxi Road， Zhongluotan， Baiyun District， Guangzhou， Guangdong， China",China,"",Shenzhen,"","518116",Ms. Linda Chen,"50000","46",Manufacturer， Trading Company， Distributor\/Wholesaler,"3",广东省,深圳市,龙岗区,,,,工业耗材
shbisheng.en,https://shbisheng.en.alibaba.com/contactinfo.html,Bisheng Plastic Technology (Shanghai) Co.， Ltd.,必胜塑胶科技（上海）有限公司,Room 926， Block A， Yangpu Wanda， Shanghai， China,China,"",shanghai,"","200433",Ms. Alice YU,"","",Trading Company,"4",上海市,上海市,金山区,5,家居家装,5,工业耗材
acshk.en,https://acshk.en.alibaba.com/contactinfo.html,ADVANCED CARD SYSTEMS LIMITED,"",Flat/rm 08-10  41/f  Manhattan Place  23 Wang Tai Road  Kowloon Bay  Kl， Hong Kong S.A.R.,Hong Kong S.A.R.,"",HONG KONG,"","",Mr. Advanced Card Systems Ltd.,"6000","6",Manufacturer,"1","","","",,,,电子产品
lutongco.en,https://lutongco.en.alibaba.com/contactinfo.html,LUTONG ENTERPRISE CORP.,"","8/f， No. 36， Sec. 2， Nanjing East Rd.， Taiwan， China",Taiwan， China,"",Taipei,"","10457",Mr. Dersi Cheng,"3000","8",Manufacturer， Trading Company,"4","","","",,,,健康护理
lumiz.en,https://lumiz.en.alibaba.com/contactinfo.html,YUSAN INDUSTRIES LIMITED,"",Flat 808， 8/f， Honour Industrial Centre， 6 Sun Yip St.， Chai Wan， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","00000",Ms. salandria Ng,"","",Manufacturer， Trading Company,"4","","","",,,,电子产品
huiwangtrade.en,https://huiwangtrade.en.alibaba.com/contactinfo.html,Xiangyang Huiwang Trade Co.， Ltd.,襄阳辉旺贸易有限公司,Room 2-702， Building 21， Chutian Mingzhu Garden， No. 22， Mingzhu Road， Suizhou， Hubei， China,China,"",fujian,"","441300",Ms. Bess zhang,"100000","143",Trading Company,"12",湖北省,襄阳市,樊城区,4,服饰鞋包,4,服饰鞋包
czhw.en,https://czhw.en.alibaba.com/contactinfo.html,CHUAN-CHEUNG HARDWARE ENTERPRISE CO.， LTD.,"",No. 196， Yi-An St.， Annan District， Taiwan， China,Taiwan， China,"",Tainan,"","70951",Ms. Irene lin,"10000","9",Manufacturer,"15","","","",,,,家居家装
elitehongkong.en,https://elitehongkong.en.alibaba.com/contactinfo.html,ASAHI DYNAMIC INTERNATIONAL COMPANY LIMITED,"",Rm. 2205， 22/f， Nanyang Plaza， No. 57 Hung To Road， Kwun Tong， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. ADI PM,"2000","1",Trading Company,"4","","","",,,,母婴用品
sltgroup.en,https://sltgroup.en.alibaba.com/contactinfo.html,Beijing Sunlight Import & Export Trade Co.， Ltd.,北京盛莱特进出口贸易有限公司,"5 / F， Building B， Jintaihuayun Office Building， No. 12， Exhibition Hall Road， Xicheng District， Bei",China,"",Beijing,"","",Mr. Mark Wang,"130000","147",Trading Company,"6",北京市,北京市,平谷区,10,食品冲饮,5,家居家装
mingskeyblank.en,https://mingskeyblank.en.alibaba.com/contactinfo.html,WAI MING METAL ENGINEERING COMPANY,"",Unit 7， 7th Floor， Seaview Centre， 139-141 Hoi Bun Road， Kwun Tong， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Sung Ming Lau,"4000","5",Manufacturer， Distributor\/Wholesaler,"17","","","",,,,工业耗材
ae111072531.trustpass,https://ae111072531.trustpass.alibaba.com/contactinfo.html,AL BAYADER INTERNATIONAL LLC,"",Sharjah Industrial Area 15， Sharjah， United Arab Emirates,United Arab Emirates,"",Sharjah,"","",Mr. AL BAYADER INTERNATIONAL,"","",Manufacturer， Trading Company,"8","","","",,,,工业耗材
mcintl.en,https://mcintl.en.alibaba.com/contactinfo.html,MEDICARE INTERNATIONAL COMPANY LIMITED,"",Rm. A， 12/f， Hop Ming Ind. Bldg.， No. 8， On Yip St.， Chai Wan， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Mr. Steven Lam,"","",Manufacturer， Trading Company,"14","","","",,,,工业耗材
qunshan2021.en,https://qunshan2021.en.alibaba.com/contactinfo.html,Yiwu Qunshan Trade Co.， Ltd.,义乌市群衫贸易有限公司,Floor 2， Building 2， Houshentang District 2， Choujiang Street， Jinhua， Zhejiang， China,China,"",Yiwu,"","",Mr. feipeng xu,"70000","338",Trading Company,"2",浙江省,金华市,义乌市,4,服饰鞋包,4,服饰鞋包
cn1548198155ofak.en,https://cn1548198155ofak.en.alibaba.com/contactinfo.html,Tianjin Naier Electronics Imp &Exp Co.， Ltd.,天津耐尔电子进出口有限公司,"6-1-202， Zone B， No. 16， Haitai Development Fifth Road， Tianjin， China",China,"",TIANJIN,"","",Ms. YANJUAN WANG,"100","1",Trading Company,"1",天津市,天津市,河西区,,,,汽车配件
risinggames.en,https://risinggames.en.alibaba.com/contactinfo.html,RISING GAMES (HK) LIMITED,"",Room D， 4/f.， Block 4， Hongkong Garden，  Tsing Lung Tau， Tsuen Wan， N.t. Hong Kong， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Hong Kong,"","",Ms. May Yang,"50000","41",Manufacturer， Trading Company,"5","","","",,,,玩具娱乐
huanndean.en,https://huanndean.en.alibaba.com/contactinfo.html,HUANN DEAN ENTERPRISE CO.， LTD.,"","2/f-1， No. 69， Renhua St.， Sanchong Dist.， New Taipei City， Taiwan， China",Taiwan， China,"",NEW TAIPEI CITY,"","",Mr. Henry Yang,"20000","30",Manufacturer， Trading Company,"4","","","",,,,美容护理
hkram.en,https://hkram.en.alibaba.com/contactinfo.html,SHENZHEN LONG TERM INTERNATIONAL LIMITED,"",I-1， 9/f， Kin Ho Ind Bldg Stage Ii， 14-24 Au Pui Wan Street， Fo Tan， Hong Kong S.A.R.,Hong Kong S.A.R.,"",HK,"","",Mr. Long Term,"110000","3",Manufacturer， Trading Company， Distributor\/Wholesaler,"2","","","",,,,电脑办公
morningstarboats.en,https://morningstarboats.en.alibaba.com/contactinfo.html,CADCAM MARINE PTY LTD.,"",No. 2， Aly. 46， Ln. 39， Neixi Rd.， Luzhu Dist.， Taiwan， China,Taiwan， China,"",Taoyuan City,"","33852",Mr. Irving Hsieh,"10000","2",Manufacturer,"9","","","",,,,玩具娱乐
dingyitrade.en,https://dingyitrade.en.alibaba.com/contactinfo.html,Yiwu Dingyi Trade Co.， Ltd.,义乌市丁一贸易有限公司,Room 103390， 1st Street， 3rd Floor， East Gate 11， Zone 1， Commercial Trade City， Jinhua， Zhejiang， C,China,"",Yiwu,"","",Mr. Fitch Gao,"200","4",Trading Company,"3",浙江省,金华市,义乌市,4,服饰鞋包,4,服饰鞋包
plushk.en,https://plushk.en.alibaba.com/contactinfo.html,PLUS LIMITED,"",Rm. 13， 19/f， Wellborne Commercial Centre， 8 Java Road， North Point， Hong Kong S.A.R.,Hong Kong S.A.R.,"",HONG KONG,"","",Mr. Albert Lee,"","",Manufacturer， Trading Company,"8","","","",,,,
dgruitai.en,https://dgruitai.en.alibaba.com/contactinfo.html,Dongguan Ruitai Packaging Technology Co.， Ltd.,东莞瑞泰包装科技有限公司,"6 Yuyuan Street， Dongcheng Street， Dongguan， Guangdong， China",China,"",Guangdong,"","",Ms. Danida Lu,"40000","30",Manufacturer， Trading Company,"2",广东省,东莞市,-,5,家居家装,5,工业耗材
packagingsolution.en,https://packagingsolution.en.alibaba.com/contactinfo.html,Shanghai Risen Packaging Co.， Ltd.,上海冉昱塑料制品有限公司,"7/F， Building 1， No. 525， Yuanjiang Road， Shanghai， China",China,"",Shanghai,"","",Ms. Jenny Wong,"280000","42",Trading Company,"3",上海市,上海市,奉贤区,10,食品冲饮,10,工业耗材
yolopark.en,https://yolopark.en.alibaba.com/contactinfo.html,YU TUNG TECHNOLOGY LIMITED,"",Flat A21， 17/f， Billion Plaza Ii， 10 Cheung Yue Street， Cheung Sha Wan， Kowloon， Hong Kong S.A.R.,Hong Kong S.A.R.,"",Kowloon,"","",Ms. Ada Lam,"30","1",Trading Company， Buying Office， Agent,"5","","","",,,,玩具娱乐
changhongtw.en,https://changhongtw.en.alibaba.com/contactinfo.html,CHANG HONG INFORMATION CO.， LTD.,"",No. 16， Ln. 32， Kai-An Rd.， An-Nan District， Taiwan， China,Taiwan， China,"",TAINAN CITY,"","709",Ms. Peggy Lee,"","",Manufacturer， Other,"13","","","",,,,
mony.en,https://mony.en.alibaba.com/contactinfo.html,MONY INDUSTRIAL CO.， LTD.,"",No. 75， Jheng Nan 3rd Road Yung Kang Dist. Tainan City， Taiwan， China,Taiwan， China,"",Tainan,"","71047",Ms. Mony Lin,"","",Manufacturer,"14","","","",,,,家居家装
pk1351775331bscg.trustpass,https://pk1351775331bscg.trustpass.alibaba.com/contactinfo.html,NRZA INTERNATIONAL,"",MOHALLAH SIDDIQUE - E - AKBAR， STREET NO. 9， THE EDUCATOR SCHOOL， SAMBRIAL， SIALKOT， Pakistan,Pakistan,"",sialkot,"","",Mr. Mr Zeeshan,"","",Manufacturer,"4","","","",,,,美容护理
chinavictor88.en,https://chinavictor88.en.alibaba.com/contactinfo.html,CHINA VICTOR INTERNATIONAL CO.， LTD.,"","5/f-2， No. 171， Sec. 2， Chang An East Rd.， Chungshan District， Taiwan， China",Taiwan， China,"",Taipei,"","104",Ms. Louisa Lu,"","",Manufacturer， Trading Company， Agent,"18","","","",,,,工艺美术
nuwelltek4.en,https://nuwelltek4.en.alibaba.com/contactinfo.html,Shenzhen Moison Technology Co.， Ltd.,深圳市美艺森科技有限公司,"3-509， Ind. Park， Xitou Village， Shenzhen， Guangdong， China",China,"",Shenzhen,"","518133",Ms. Bella Lu,"20000","98",Manufacturer， Trading Company， Distributor\/Wholesaler,"5",广东省,深圳市,龙华区,10,食品冲饮,10,美容护理
